sample-id	forward-absolute-filepath	reverse-absolute-filepath
MASK005.V2.SKIN	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK005.V2.SKIN_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK005.V2.SKIN_R2.fastq.gz
MASK009.V2.SKIN	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK009.V2.SKIN_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK009.V2.SKIN_R2.fastq.gz
MASK003.V1.MASK	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK003.V1.MASK_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK003.V1.MASK_R2.fastq.gz
MASK018.V2.SKIN	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK018.V2.SKIN_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK018.V2.SKIN_R2.fastq.gz
MASK020.v2.throat	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK020.v2.throat_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK020.v2.throat_R2.fastq.gz
MASK012.v3.throat	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK012.v3.throat_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK012.v3.throat_R2.fastq.gz
MASK002.v1.throat	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK002.v1.throat_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK002.v1.throat_R2.fastq.gz
EBLANK007	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/EBLANK007_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/EBLANK007_R2.fastq.gz
MASK020.V1.MASK	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK020.V1.MASK_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK020.V1.MASK_R2.fastq.gz
EBLANK.MB1	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/EBLANK.MB1_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/EBLANK.MB1_R2.fastq.gz
MASK007.v2.throat	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK007.v2.throat_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK007.v2.throat_R2.fastq.gz
MASK020.V2.SKIN	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK020.V2.SKIN_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK020.V2.SKIN_R2.fastq.gz
MASK004.V1.MASK	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK004.V1.MASK_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK004.V1.MASK_R2.fastq.gz
SBLANK002.throat	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/SBLANK002.throat_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/SBLANK002.throat_R2.fastq.gz
MASK017.V1.SKIN	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK017.V1.SKIN_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK017.V1.SKIN_R2.fastq.gz
SKINBLANK.002	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/SKINBLANK.002_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/SKINBLANK.002_R2.fastq.gz
MASK006.v2.throat	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK006.v2.throat_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK006.v2.throat_R2.fastq.gz
MASK007.v1.throat	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK006.v1.throat_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK006.v1.throat_R2.fastq.gz
MASK009.v2.throat	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK009.v2.throat_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK009.v2.throat_R2.fastq.gz
MASK014.V3.SKIN	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK014.V3.SKIN_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK014.V3.SKIN_R2.fastq.gz
MASK013.V3.SKIN	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK013.V3.SKIN_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK013.V3.SKIN_R2.fastq.gz
MASK015.V2.SKIN	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK015.V2.SKIN_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK015.V2.SKIN_R2.fastq.gz
skipped	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/skipped_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/skipped_R2.fastq.gz
MASK018.V3.SKIN	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK018.V3.SKIN_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK018.V3.SKIN_R2.fastq.gz
MASK016.v3.throat	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK016.v3.throat_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK016.v3.throat_R2.fastq.gz
MASK006.V3.MASK	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK006.V3.MASK_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK006.V3.MASK_R2.fastq.gz
blankswab.3	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/blankswab.3_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/blankswab.3_R2.fastq.gz
MASK012.v2.throat	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK012.v2.throat_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK012.v2.throat_R2.fastq.gz
MASK011.v2.throat	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK011.v2.throat_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK011.v2.throat_R2.fastq.gz
MASK008.v1.throat	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK008.v1.throat_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK008.v1.throat_R2.fastq.gz
MASK006.V2.MASK	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK006.V2.MASK_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK006.V2.MASK_R2.fastq.gz
MASK002.V1.SKIN	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK002.V1.SKIN_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK002.V1.SKIN_R2.fastq.gz
MASK015.v3.throat	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK015.v3.throat_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK015.v3.throat_R2.fastq.gz
MASK013.V2.MASK	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK013.V2.MASK_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK013.V2.MASK_R2.fastq.gz
SKINBLANK.001	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/SKINBLANK.001_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/SKINBLANK.001_R2.fastq.gz
MASK010.V1.SKIN	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK010.V1.SKIN_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK010.V1.SKIN_R2.fastq.gz
EBLANK.MB2	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/EBLANK.MB2_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/EBLANK.MB2_R2.fastq.gz
MASK020.V3.MASK	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK020.V3.MASK_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK020.V3.MASK_R2.fastq.gz
MASK013.V1.SKIN	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK013.V1.SKIN_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK013.V1.SKIN_R2.fastq.gz
MASK002.V3.SKIN	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK002.V3.SKIN_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK002.V3.SKIN_R2.fastq.gz
MASK006.V2.SKIN	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK006.V2.SKIN_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK006.V2.SKIN_R2.fastq.gz
MASK014.V1.MASK	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK014.V1.MASK_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK014.V1.MASK_R2.fastq.gz
MASK016.v2.throat	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK016.v2.throat_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK016.v2.throat_R2.fastq.gz
MASK014.v2.throat	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK014.v2.throat_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK014.v2.throat_R2.fastq.gz
MASK014.v1.throat	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK014.v1.throat_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK014.v1.throat_R2.fastq.gz
MASK008.V2.MASK	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK008.V2.MASK_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK008.V2.MASK_R2.fastq.gz
MASK015.v2.throat	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK015.v2.throat_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK015.v2.throat_R2.fastq.gz
MASK014.V1.SKIN.B	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK014.V1.SKIN.B_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK014.V1.SKIN.B_R2.fastq.gz
emptywell.2	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/emptywell.2_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/emptywell.2_R2.fastq.gz
MASK003.v3.throat	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK003.v3.throat_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK003.v3.throat_R2.fastq.gz
MASK018.V1.MASK	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK018.V1.MASK_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK018.V1.MASK_R2.fastq.gz
MASK002.V3.MASK	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK002.V3.MASK_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK002.V3.MASK_R2.fastq.gz
MASK006.V1.SKIN	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK007.V1.SKIN_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK007.V1.SKIN_R2.fastq.gz
MASK011.V2.SKIN.B	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK011.V2.SKIN.B_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK011.V2.SKIN.B_R2.fastq.gz
MASK002.V2.SKIN	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK002.V2.SKIN_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK002.V2.SKIN_R2.fastq.gz
MASK019.V3.SKIN	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK019.V3.SKIN_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK019.V3.SKIN_R2.fastq.gz
MASK001.V3.SKIN	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK001.V3.SKIN_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK001.V3.SKIN_R2.fastq.gz
MASK016.V3.MASK	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK016.V3.MASK_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK016.V3.MASK_R2.fastq.gz
MASK003.V1.SKIN	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK003.V1.SKIN_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK003.V1.SKIN_R2.fastq.gz
MASK020.V1.SKIN	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK020.V1.SKIN_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK020.V1.SKIN_R2.fastq.gz
mockdna.3	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/mockdna.3_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/mockdna.3_R2.fastq.gz
MASK001.V3.MASK	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK001.V3.MASK_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK001.V3.MASK_R2.fastq.gz
MASK007.V3.MASK	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK007.V3.MASK_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK007.V3.MASK_R2.fastq.gz
MASK007.V1.MASK	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK006.V1.MASK_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK006.V1.MASK_R2.fastq.gz
MASK013.V3.MASK	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK013.V3.MASK_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK013.V3.MASK_R2.fastq.gz
MASK019.v3.throat	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK019.v3.throat_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK019.v3.throat_R2.fastq.gz
MASK012.V2.SKIN	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK012.V2.SKIN_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK012.V2.SKIN_R2.fastq.gz
MASK004.V2.SKIN	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK004.V2.SKIN_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK004.V2.SKIN_R2.fastq.gz
MASK017.V3.MASK	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK017.V3.MASK_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK017.V3.MASK_R2.fastq.gz
MASK008.V1.MASK	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK008.V1.MASK_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK008.V1.MASK_R2.fastq.gz
MASK018.V1.SKIN	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK018.V1.SKIN_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK018.V1.SKIN_R2.fastq.gz
MASKBLANK2	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASKBLANK2_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASKBLANK2_R2.fastq.gz
EBLANK.MB3	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/EBLANK.MB3_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/EBLANK.MB3_R2.fastq.gz
SBLANK001.throat	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/SBLANK001.throat_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/SBLANK001.throat_R2.fastq.gz
MASK020.v1.throat	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK020.v1.throat_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK020.v1.throat_R2.fastq.gz
MASK009.V3.SKIN	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK009.V3.SKIN_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK009.V3.SKIN_R2.fastq.gz
MASK004.V3.SKIN	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK004.V3.SKIN_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK004.V3.SKIN_R2.fastq.gz
MASK004.v1.throat	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK004.v1.throat_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK004.v1.throat_R2.fastq.gz
MASK005.v1.throat	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK005.v1.throat_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK005.v1.throat_R2.fastq.gz
MASK015.V1.MASK	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK015.V1.MASK_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK015.V1.MASK_R2.fastq.gz
MASK019.v2.throat	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK019.v2.throat_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK019.v2.throat_R2.fastq.gz
MASK004.v2.throat	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK004.v2.throat_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK004.v2.throat_R2.fastq.gz
MASK019.V1.MASK	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK019.V1.MASK_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK019.V1.MASK_R2.fastq.gz
MASK016.V1.SKIN	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK016.V1.SKIN_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK016.V1.SKIN_R2.fastq.gz
EBLANK004	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/EBLANK004_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/EBLANK004_R2.fastq.gz
MASK010.v3.throat	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK010.v3.throat_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK010.v3.throat_R2.fastq.gz
MASK011.v1.throat	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK011.v1.throat_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK011.v1.throat_R2.fastq.gz
MASK010.V3.SKIN	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK010.V3.SKIN_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK010.V3.SKIN_R2.fastq.gz
MASK002.v2.throat	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK002.v2.throat_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK002.v2.throat_R2.fastq.gz
DNAfreewater.3	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/DNAfreewater.3_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/DNAfreewater.3_R2.fastq.gz
MASK008.V1.SKIN	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK008.V1.SKIN_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK008.V1.SKIN_R2.fastq.gz
mockdna.1	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/mockdna.1_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/mockdna.1_R2.fastq.gz
EBLANK009	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/EBLANK009_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/EBLANK009_R2.fastq.gz
MASK017.V3.SKIN	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK017.V3.SKIN_R1.fastq.gz	/media/lorax/users/cmeren/mask/data/demultiplexed_fastq_gz/MASK017.V3.SKIN_R2.fastq.gz
